ID,Type,Inorganic.Material,Organic.Material,MAT,Targeting,NM.ID,Shape,Charge,PDI,NM.TEM.Size..nm.,Size,Zeta,Tumor_model,Cancer_type,Tumor.Cell.Line,Admin.Dose..mg.kg.,Admin_frequency,Frequency,Sex,Animal,String,Route,Route_ori,TSz_init,TSz_therapy,TSz_control,Time,Tumor.volume,untreated.volume,TGI,TGI.,TGI_cat,Ref..ID..Author..Year.,Year,New.Ref..No.,BW..g.,Drug.1,Dose.1,Dose_1_total,Drug.2,Dose.2,Dose_2_total,Codelivery,Techen,Dosing.Time,PT,PATC,KTRESrelease,KTRESn,KTRES50,KTRESmax,AUCTumor,DE24,DE168,DEmax
384,Organic,,Polymeric,Polymeric,Active,CHCE/siRNA NPs,Spherical,Neutral,0.045,,64.28,-8.12,XH,Skin,SK-MEL-28,0.4,Multiple,4,,mice,CD1 Nude,iv,iv,100,190.9090909,1133.766234,30,190.9090909,1133.766234,0.83161512,83.161512,High,"Zhang,2022",2022,35280336,20,siRNA,0.4,1.6,NA,0,0,Single,No,"0,2,4,6",0.027789643,0.044826567,0.52300984,2.8154464,4.9664946,0.7342394,500.3006961,0.999017807,0.158006086,1.411440038
392,Organic,,Liposome,Liposome,Passive,SSL-DDP,Spherical,Negative,0.174,,90,-19.8,XH,Liver,Hela,6,Multiple,5,Female,mice,BALB/c nude,iv,iv,100,512.6297063,900.9742355,27,512.6297063,900.9742355,0.431027341,43.1027341,Low,"Li,2022",2022,35430381,20,Pt,6,30,NA,0,0,Single,No,"0,2,4,6,8",0.08806911,0.035187308,0.42406836,6.0257025,0.85178053,0.98726517,2546.309514,4.340925975,0.786125426,5.833534306
393,Organic,,Liposome,Liposome,Active,ES-SSL-DDP,Spherical,Negative,0.206,,97.3,-19.3,XH,Liver,Hela,6,Multiple,5,Female,mice,BALB/c nude,iv,iv,100,400.0061732,900.9742355,27,400.0061732,900.9742355,0.556029288,55.6029288,Low,"Li,2022",2022,35430381,20,Pt,6,30,NA,0,0,Single,No,"0,2,4,6,8",0.072419815,0.010192069,0.8316402,1.0358291,0.4957843,1.16883,1504.279424,2.579340547,0.433987463,3.643934099
394,Organic,,Polymeric,Polymeric,Active,DTX/CSP-SS-CUR NP,Spherical,Neutral,0.192,,213.8,3.21,XH,Glioma,c6,10,Multiple,4,Female,mice,BALB/c,iv,iv,100,223.1012658,822.7848101,12,223.1012658,822.7848101,0.728846154,72.8846154,High,"Liu,2022",2022,35433960,20.5,DTX,10,40,NA,0,0,Single,No,"0,3,6,9",0.075870015,0.014029596,0.5364188,3.2538495,6.556768,0.84721464,1149.049546,2.868292009,0.462956679,2.952081205
395,Organic,,Polymeric,Polymeric,Passive,DTX/CSP-CC-CUR NP,Spherical,Neutral,0.223,,232.1,3.35,XH,Glioma,c6,10,Multiple,4,Female,mice,BALB/c,iv,iv,100,72.78481013,822.7848101,12,72.78481013,822.7848101,0.911538462,91.1538462,High,"Liu,2022",2022,35433960,20.5,DTX,10,40,NA,0,0,Single,No,"0,3,6,9",0.079518616,0.011031809,0.006819487,2.6456232,16.900928,1.599257,39915.22802,10.2752557,39.41646117,44.3061885
398,Organic,,Dendrimer,Dendrimer,Active,WP05-G5.0NHSC-FUA,Spherical,Neutral,0.212,,174.2,5.62,XH,Liver,Bel-7402,20,Multiple,8,Female,mice,BALB/c nude,iv,iv,60,928,2004,16,928,2004,0.536926148,53.6926148,Low,"Chen,2022",2022,35524673,17,5-fluorouracil,20,160,NA,0,0,Single,No,"0,2,4,6,8,10,12,14",0.02479883,0.015872426,0.6780276,0.704041,4.1525173,0.7181728,414.04317,0.672091689,0.112665691,1.063268992
406,Organic,,Polymeric,Polymeric,Active,3-NF-FA,Spherical,Neutral,0.67,,174.5,-1.7,XH,Prostate,DU145 ,2/1.8,Multiple,3,Male,mice,BALB/c nude,iv,iv,100,196.1978114,1232.470147,14,196.1978114,1232.470147,0.840809279,84.0809279,High,"Zhang,2022",2022,35544688,17,CA4,1.8,5.4,CPT,2,6,Combination,No,"0,2,4",0.19838971,0.018333938,0.5851898,2.0749528,35.759163,0.769709,1605.132579,3.719065397,0.2624748,7.43143659
410,Organic,,polymeric,Polymeric,Passive,CPM-DD,Spherical,Neutral,<0.1,,30,-1.69,XH,Breast,MCF-7,2.5/15,Multiple,5,Female,mice,BALB/c nude,iv,iv,200,39.06735751,270.3586305,8,39.06735751,270.3586305,0.85549802,85.549802,High,"Sohail,2022",2022,35611890,20,DOX,2.5,12.5,DIMC,15,75,Combination,No,"0,2,4,6,8",0.18014434,0.024953682,0.40594262,2.1742296,3.0431342,1.3893521,4535.70426,10.84384238,2.602998552,14.04713717
414,Inorganic,Others,,In_Others,Passive,lipid-coated cisplatin/oleanolic acid calcium carbonate nanoparticles,Spherical,Negative,0.187,,217,-23.7,XH,Liver,HepG2,0.5:5,Multiple,5,Female,mice,BALB/c nude,iv,iv,90,369.5652174,1255.434783,15,369.5652174,1255.434783,0.705627706,70.5627706,High,"Khan,2022",2022,35702211,20,Pt,0.5,2.5,OA,5,25,Combination,No,"0,2,4,6,8",0.033359963,0.010514847,0.58318067,2.3497255,1.2652136,8.798925,3935.979478,7.774128897,1.810274699,9.265430304
415,Organic,,polymeric,Polymeric,Passive,Pt(IV)-SSNPs,Spherical,Neutral,0.178,,134,3.45,AH,Colon,CT26,2.5,Multiple,6,Male,mice,BALB/c,iv,iv,50,719.33427,2388.507202,22,719.33427,2388.507202,0.69883521,69.883521,High,"Zhang, 2022",2022,35725183,NA,Pt,2.5,15,NA,0,0,Single,No,"0,3,7,10,14,17",0.015673498,0.001630614,0.30434307,1.8042328,8.517117,0.72772986,425.5512204,0.684423557,0.019062769,0.68636861
416,Organic,,polymeric,Polymeric,Passive,Pt(IV)-SSNPs,Spherical,Neutral,0.178,,134,3.45,AH,Colon,CT26,5,Multiple,6,Male,mice,BALB/c,iv,iv,50,533.2208859,2388.507202,22,533.2208859,2388.507202,0.776755588,77.6755588,High,"Zhang, 2022",2022,35725183,NA,Pt,5,30,NA,0,0,Single,No,"0,3,7,10,14,17",0.015673498,0.001630614,0.30434307,1.8042328,8.517117,0.72772986,425.5512204,0.684423557,0.019062769,0.68636861
419,Organic,,Others,Others,Passive,ASSO-NPs,Spherical,Neutral,0.1,,193.7,-0.5,AH,Breast,4T1,15,Multiple,6,Female,mice,BALB/c,iv,iv,100,492.4880542,1551.672408,13,492.4880542,1551.672408,0.682608229,68.2608229,High,"Ao, 2022",2022,35745804,20,ASSO,15,90,NA,0,0,Single,No,"0,2,4,7,9,11",0.003106674,0.008801329,0.3049975,1.1690845,11.506847,0.80353796,78.90091911,0.126761721,0.006274442,0.19682888
420,Organic,,polymeric,Polymeric,Passive,CMD-DHA-PTX conjugate S,Spherical,Negative,,,88.7,-26.5,XH,Breast,MCF-7,10,Multiple,2,Female,mice,BALB/c (nu/nu),iv,iv,125,628.057554,1413.669065,22,628.057554,1413.669065,0.555725191,55.5725191,Low,"Wang,2022",2022,35779290,20,PTX,10,20,NA,0,0,Single,No,"0,4",0.60347044,0.048781548,0.3663132,0.5247245,0.0542194,1.0911738,9862.016913,26.56720225,1.229972831,28.10300713
421,Organic,,polymeric,Polymeric,Passive,CMD-DHA-PTX conjugate S,Spherical,Negative,,,88.7,-26.5,XH,Breast,MCF-7,20,Multiple,2,Female,mice,BALB/c (nu/nu),iv,iv,125,0,1413.669065,22,0,1413.669065,1,100,High,"Wang,2022",2022,35779290,20,PTX,20,40,NA,0,0,Single,No,"0,4",0.60347044,0.048781548,0.3663132,0.5247245,0.0542194,1.0911738,9862.016913,26.56720225,1.229972831,28.10300713
422,Organic,,polymeric,Polymeric,Passive,CMD-DHA-PTX conjugate L,Spherical,Negative,,,94.7,-25.3,XH,Breast,MCF-7,10,Multiple,2,Female,mice,BALB/c (nu/nu),iv,iv,125,731.6546763,1413.669065,22,731.6546763,1413.669065,0.482442748,48.2442748,Low,"Wang,2022",2022,35779290,20,PTX,10,20,NA,0,0,Single,No,"0,4",0.6058573,0.04790759,0.3679164,0.5201207,0.054366756,1.0964658,9852.641025,26.63327867,1.239835746,28.1505933
423,Organic,,polymeric,Polymeric,Passive,CMD-DHA-PTX conjugate L,Spherical,Negative,,,94.7,-25.3,XH,Breast,MCF-7,20,Multiple,2,Female,mice,BALB/c (nu/nu),iv,iv,125,330.2158273,1413.669065,22,330.2158273,1413.669065,0.766412214,76.6412214,High,"Wang,2022",2022,35779290,20,PTX,20,40,NA,0,0,Single,No,"0,4",0.6058573,0.04790759,0.3679164,0.5201207,0.054366756,1.0964658,9852.641025,26.63327867,1.239835746,28.1505933
425,Inorganic,Silica,,Silica,Active,DOX@MSNs–man-g-PAA,Spherical,Negative,0.228,,144.97,-52.63,XH,Breast,MDA-MB-231 cells,5,Multiple,3,Female,mice,BALB/c nude,iv,iv,200,669.3147306,2269.320036,21,669.3147306,2269.320036,0.705059348,70.5059348,High,"Lee,2022",2022,35798094,22.5,DOX,5,15,NA,0,0,Single,No,"0,7,14",0.13421164,0.00624305,1.2057223,0.7060947,13.227207,0.8192971,1228.619604,2.788650123,0.030993803,3.016186743
426,Inorganic,Silica,,Silica,Passive,DOX@MSNs,Spherical,Positive,,,134.45,11.32,XH,Breast,MDA-MB-231 cells,5,Multiple,3,Female,mice,BALB/c nude,iv,iv,200,1046.511628,2269.320036,21,1046.511628,2269.320036,0.538843525,53.8843525,Low,"Lee,2022",2022,35798094,22.5,DOX,5,15,NA,0,0,Single,No,"0,7,14",0.03791516,0.009389433,1.1200864,0.94637656,2.6063352,0.8121431,389.2703458,0.934712626,0.009508743,1.075517252
428,Organic,,Hydrogel,Hydrogel,Active,PTX/Bio-NG,Spherical,Negative,0.213,,149.1,-22.44,AH,Breast,4T1,5,Multiple,4,,mice,BALB/c,iv,iv,50,152.6277545,1239.153305,14,152.6277545,1239.153305,0.876828998,87.6828998,High,"Gao, 2022",2022,35868795,17,PTX,5,20,NA,0,0,Single,No,"0,3,6,9",1.0737642,0.008431599,0.3552449,3.5446644,37.168823,1.1913242,17402.40645,16.057051,18.38495668,25.30363859
429,Organic,,Hydrogel,Hydrogel,Passive,PTX/NG,Spherical,Negative,0.177,,147.35,-27.26,AH,Breast,4T1,5,Multiple,4,,mice,BALB/c,iv,iv,50,525.6788563,1239.153305,14,525.6788563,1239.153305,0.57577577,57.577577,Low,"Gao, 2022",2022,35868795,17,PTX,5,20,NA,0,0,Single,No,"0,3,6,9",0.42992255,0.009541879,0.38251972,1.9487367,11.121735,0.9406551,6808.002837,14.41129822,6.134931863,14.96707126
430,Organic,,Hydrogel,Hydrogel,Passive,NG-MTX,Spherical,Neutral,0.2,,109,6.6,AH,Breast,4T1,6.5,Multiple,2,Female,mice,BALB/c,ip,ip,150,538.961039,928.5714286,14,538.961039,928.5714286,0.41958042,41.958042,Low,"Sadat,2022",2022,35878871,18.5,MTX,6.5,13,NA,0,0,Single,No,"0,2",0.029642424,0.011779371,0.20313737,2.5383873,27.619076,0.8581065,408.7303137,0.865454707,0.054621339,2.256503091
431,Organic,,Hydrogel,Hydrogel,Active,BIOTIN-NG-MTX,Spherical,Neutral,0.1,,83,1.8,AH,Breast,4T1,6.5,Multiple,2,Female,mice,BALB/c,ip,ip,150,296.5367965,928.5714286,14,296.5367965,928.5714286,0.680652681,68.0652681,High,"Sadat,2022",2022,35878871,18.5,MTX,6.5,13,NA,0,0,Single,No,"0,2",0.22151083,0.002856467,0.35459533,6.3105936,58.87125,0.7245755,1500.475652,3.387787395,0.255708822,5.207125059
432,Organic,,Polymeric,Polymeric,Passive,𝛼 LTX-SS-CA,Spherical,Negative,0.13,,108,-29.5,AH,Breast,4T1,5.355,Multiple,5,Female,mice,BALB/c,iv,iv,100,222.0054682,752.0101276,10,222.0054682,752.0101276,0.704783938,70.4783938,High,"Dong,2022",2022,35896947,22.5,LTX,5.355,26.775,NA,0,0,Single,No,"0,2,4,6,8",1.1559737,0.032742452,0.27899042,1.7570808,0.4037629,1.0414479,36028.32681,44.9305006,25.06534286,60.32186942
433,Organic,,Polymeric,Polymeric,Passive,𝛽 LTX-SS-CA,Spherical,Negative,0.09,,100,-27.3,AH,Breast,4T1,5.202,Multiple,5,Female,mice,BALB/c,iv,iv,100,312.0018638,752.0101276,10,312.0018638,752.0101276,0.585109492,58.5109492,Low,"Dong,2022",2022,35896947,22.5,LTX,5.202,26.01,NA,0,0,Single,No,"0,2,4,6,8",1.1590089,0.03228983,0.28086787,1.715887,0.40146148,1.0475916,36052.01984,44.93001732,25.14225254,60.15287819
434,Organic,,Polymeric,Polymeric,Passive,𝛾 LTX-SS-CA,Spherical,Negative,0.11,,105,-28.1,AH,Breast,4T1,5.076,Multiple,5,Female,mice,BALB/c,iv,iv,100,308.0062242,752.0101276,10,308.0062242,752.0101276,0.590422771,59.0422771,Low,"Dong,2022",2022,35896947,22.5,LTX,5.076,25.38,NA,0,0,Single,No,"0,2,4,6,8",1.1581162,0.03243677,0.28041586,1.7356993,0.40233928,1.0455766,36057.07261,44.93065703,25.10849886,60.30762676
437,Organic,,Polymeric,Polymeric,Active,1C1 Fab-VC-Hoechst/m,Spherical,Neutral,0.197,,100,-2.3,XH,Prostate,PC3,0.5,Once,1,Male,mice,BALB/c nude,iv,iv,50,62.63736264,508.5164835,50,62.63736264,508.5164835,0.876823339,87.6823339,High,"Miyazaki,2022",2022,35942986,21,MMAE,0.5,0.5,NA,0,0,Single,No,0,0.19744453,0.019262267,0.5818268,1.955931,34.2814,0.77197605,1284.895404,3.836164096,0.066156061,3.893866852
438,Organic,,Polymeric,Polymeric,Passive,VC- Hoechst/m,Spherical,Neutral,0.173,,92,-0.92,XH,Prostate,PC3,0.5,Once,1,Male,mice,BALB/c nude,iv,iv,50,213.9499389,508.5164835,50,213.9499389,508.5164835,0.579266463,57.9266463,Low,"Miyazaki,2022",2022,35942986,21,MMAE,0.5,0.5,NA,0,0,Single,No,0,0.13991357,0.010012094,0.46330386,2.6743097,56.381104,0.8560699,900.7905321,2.281934908,0.055625098,2.74503605
439,Organic,,Polymeric,Polymeric,Active,1C1 Fab-VC-Hoechst/m,Spherical,Neutral,0.197,,100,-2.3,XH,Prostate,PC3,0.5,Multiple,3,Male,mice,BALB/c nude,iv,iv,30,4.5,257,33,4.5,257,0.982490272,98.2490272,High,"Miyazaki,2022",2022,35942986,21,MMAE,0.5,1.5,NA,0,0,Single,No,"0,2,4",0.19898802,0.019404666,0.5823371,1.9625852,34.13671,0.7726853,2512.390929,3.868515451,0.263064497,7.528350135
440,Organic,,Polymeric,Polymeric,Passive,VC- Hoechst/m,Spherical,Neutral,0.173,,92,-0.92,XH,Prostate,PC3,0.5,Multiple,3,Male,mice,BALB/c nude,iv,iv,30,4.5,257,33,4.5,257,0.982490272,98.2490272,High,"Miyazaki,2022",2022,35942986,21,MMAE,0.5,1.5,NA,0,0,Single,No,"0,2,4",0.14057072,0.010056424,0.46330297,2.6737766,56.25363,0.8578737,1877.521842,2.293405139,0.226169913,4.913049069
444,Organic,,Polymeric,Polymeric,Active,Her-HINP/PTX,Spherical,Positive,0.1574,,169.1,21.4,XH,Breast,SK-BR-3,5,Multiple,5,Female,mice,BALB/c nude,iv,iv,250,171.8876004,1513.743631,20,171.8876004,1513.743631,0.886448671,88.6448671,High,"Zhao,2022",2022,36115156,19,PTX,5,25,Her,1.2,6,Combination,No,"0,3,7,10,14",0.2741319,0.013827864,0.37009084,0.5285354,16.73758,0.8992483,5127.152884,8.665734589,0.290575831,8.738512666
445,Organic,,Polymeric,Polymeric,Passive,HINP/PTX,Spherical,Negative,,,131.2,-13.9,XH,Breast,SK-BR-3,5,Multiple,5,Female,mice,BALB/c nude,iv,iv,250,359.241084,1513.743631,20,359.241084,1513.743631,0.762680366,76.2680366,High,"Zhao,2022",2022,36115156,19,PTX,5,25,NA,0,0,Single,No,"0,3,7,10,14",0.6117459,0.04256305,0.37945145,0.48983878,0.058200393,1.1118475,15737.94237,26.41084144,0.974675371,27.8098545
468,Organic,,Polymeric,Polymeric,Active, CFZ-NC-NC325,Rod,Negative,0.195,,325.7,-13.3,AO,Breast,4T1,3,Multiple,4,Female,mice,BALB/c,iv,iv,45,758.0710095,1006.155867,14,758.0710095,1006.155867,0.246567024,24.6567024,Low,"Gadalla,2022",2022,36349616,NA,CFZ,3,12,NA,0,0,Single,No,"0,1,7,8",0.5183701,0.05950782,0.56369996,2.989018,1.3945944,0.70732015,7996.199409,15.29353721,0.382139005,31.4492973
469,Organic,,Polymeric,Polymeric,Active, CFZ-NC-NC168,Rod,Neutral,0.165,,168.2,-5.6,AO,Breast,4T1,3,Multiple,4,Female,mice,BALB/c,iv,iv,45,327.0860993,1006.155867,14,327.0860993,1006.155867,0.67491508,67.491508,High,"Gadalla,2022",2022,36349616,NA,CFZ,3,12,NA,0,0,Single,No,"0,1,7,8",0.13543995,0.03723321,0.577616,1.592725,11.882565,0.67618626,1887.213797,3.585432061,0.09290278,8.102859131
470,Hybrid,,,Hybrid,Passive,hybrid nanoparticles,Spherical,Negative,0.25,,170,-25.6,AH,Breast,4T1,5,Multiple,3,Female,mice,BALB/c,iv,iv,150,650.9651975,1198.85145,15,650.9651975,1198.85145,0.457009292,45.7009292,Low,"Ramedani,2022",2022,36356790,24,Silibinin,5,15,NA,0,0,Single,No,"0,3,6",0.18279552,0.026729545,0.5335773,2.2484398,3.274498,0.71711206,2669.694311,6.125077628,1.062018929,6.592530649
471,Hybrid,,,Hybrid,Passive,hybrid nanoparticles+US,Spherical,Negative,0.25,,170,-25.6,AH,Breast,4T1,5,Multiple,3,Female,mice,BALB/c,iv,iv,150,114.4936547,1198.85145,15,114.4936547,1198.85145,0.904497213,90.4497213,High,"Ramedani,2022",2022,36356790,24,Silibinin,5,15,NA,0,0,Single,Yes,"0,3,6",0.18279552,0.026729545,0.5335773,2.2484398,3.274498,0.71711206,2669.694311,6.125077628,1.062018929,6.592530649
472,Organic,,Polymeric,Polymeric,Passive,DSD/HP NPs,Spherical,Negative,0.168,,105.16,-15.9,AO,Breast,4T1,9.94,Multiple,5,Female,mice,BALB/c,iv,iv,125,544.19579,1232.583679,20,544.19579,1232.583679,0.558491809,55.8491809,Low,"Ren et al,2022",2022,36397301,20,DTX,10.02,50.1,HP,2.9,14.5,Combination,No,"0,2,4,6,8",0.7547864,0.09201974,0.32279986,0.16362059,0.013978812,1.4475124,25257.7012,34.13045955,13.88364305,48.80346898
473,Organic,,Polymeric,Polymeric,Passive,PTX-SLN@CUD,Spherical,Negative,0.225,,238.5,-33.8,XH,Breast,MCF-7,10,Multiple,7,Female,mice,BALB/c nude,ip,ip,100,705.0777307,1782.051282,19,705.0777307,1782.051282,0.604344871,60.4344871,Low,"Wei et al.,2022",2022,36406640,20,PTX,1.098,7.686,NA,0,0,Single,No,"0,3,6,9,12,15,18",0.6278303,0.050760683,0.38423067,0.6303866,0.056991164,1.0833776,20071.21908,26.82619634,8.304168931,28.5914159
474,Organic,,Polymeric,Polymeric,Passive,NAV/DCB NPs(3:1),Spherical,Negative,,,105,-16.2,AH,Breast,EAC,6.15/1.35,Multiple,6,Female,mice,BALB/c,iv,iv,125,474.2039799,6831.811111,18,474.2039799,6831.811111,0.930588833,93.0588833,High,"Mehrotra et al., 2023",2023,36410699,27.5,NAV,6.15,36.9,DCB,1.35,8.1,Combination,No,"0,3,7,10,14,17",1.1686659,0.02946574,0.30099174,1.6340913,0.39522994,1.0784744,50015.21957,44.24473852,3.790411077,44.35832429
475,Organic,,Polymeric,Polymeric,Passive,NAV NPs,Spherical,Negative,,,145,-18.8,AH,Breast,EAC,6.15,Multiple,6,Female,mice,BALB/c,iv,iv,90,2874.850736,6831.811111,18,2874.850736,6831.811111,0.579196396,57.9196396,Low,"Mehrotra et al., 2023",2023,36410699,27.5,NAV,6.15,36.9,NA,0,0,Single,No,"0,3,7,10,14,17",1.181965,0.029939517,0.30326137,1.7222545,0.39620635,1.0831783,50289.76381,44.4968945,3.814487477,44.63573599
476,Organic,,Polymeric,Polymeric,Passive,DCB NPs,Spherical,Negative,,,90,-11.2,AH,Breast,EAC,1.35,Multiple,6,Female,mice,BALB/c,iv,iv,90,5954.301058,6831.811111,18,5954.301058,6831.811111,0.128444718,12.8444718,Low,"Mehrotra et al., 2023",2023,36410699,27.5,DCB,1.35,8.1,NA,0,0,Single,No,"0,3,7,10,14,17",1.1797242,0.028660161,0.30777544,1.5009134,0.39467365,1.1031718,50328.0074,44.36256073,3.888875633,44.44857696
477,Inorganic,Others,,In_Others,Passive,SSN,Spherical,Negative,0.319,,2096.33,-11.95,AO,Breast,4T1,,Multiple,2,Female,mice,BALB/c nude,iv,iv,22,1763.843669,1967.435435,14,1763.843669,1967.435435,0.103480786,10.3480786,Low,"Karim et al., 2022",2022,36412852,22.5,NP,NA,NA,NA,NA,NA,NP,No,"0,3",0.24329086,0.029863233,0.9917809,0.5536433,13.081693,6.2551427,5556.733465,14.38518684,0.544009126,15.74672162
478,Inorganic,Others,,In_Others,Passive,SSN-EFGR,Spherical,Negative,0.319,,2096.33,-11.95,AO,Breast,4T1,50nM,Multiple,2,Female,mice,BALB/c nude,iv,iv,22,1174.555407,1967.435435,14,1174.555407,1967.435435,0.403001803,40.3001803,Low,"Karim et al., 2022",2022,36412852,22.5,siRNA,60,120,NA,0,0,Single,No,"0,3",0.24329086,0.029863233,0.9917809,0.5536433,13.081693,6.2551427,5556.733465,14.38518684,0.544009126,15.74672162
487,Organic,,Polymeric,Polymeric,Passive,Blanck NP,Spherical,Positive,0.084,,155.6,38,AH,Skin,B16F10,,Multiple,4,Female,mice,C57BL/6,iv,iv,250,613.3103149,938.0335622,21,613.3103149,938.0335622,0.346174444,34.6174444,Low,"Chakraborty et al., 2023",2023,36462337,NA,NP,NA,NA,NA,NA,NA,NP,No,"0,4,8,12",0.06663725,0.01131197,1.1503984,1.8695422,5.9017963,3.0084038,1487.681324,3.331193783,0.090810765,3.398618153
488,Organic,,Polymeric,Polymeric,Passive,PTX NP,Spherical,Negative,0.197,,252.8,-27.02,AH,Skin,B16F10,10,Multiple,4,Female,mice,C57BL/6,iv,iv,250,430.2975757,938.0335622,21,430.2975757,938.0335622,0.541276994,54.1276994,Low,"Chakraborty et al., 2023",2023,36462337,NA,PTX,10,40,NA,0,0,Single,No,"0,4,8,12",0.12325453,0.037072644,0.79706585,2.9245458,6.7378607,0.9549378,1705.423819,3.884728628,0.101896802,4.066271428
489,Organic,,Polymeric,Polymeric,Passive,PD-MIP NP,Spherical,Positive,0.209,,241,36.4,AH,Skin,B16F10,5*106,Multiple,4,Female,mice,C57BL/6,iv,iv,250,261.9926199,938.0335622,25,261.9926199,938.0335622,0.720700164,72.0700164,High,"Chakraborty et al., 2023",2023,36462337,NA,Mycobacterium indicus pranii (MIP) ,NA,NA,NA,0,0,Single,No,"0,7,14,21",0.068054214,0.011418164,1.2040557,1.9393024,5.909295,3.0501606,1468.782167,3.343129671,0.035259648,3.417171681
490,Organic,,Polymeric,Polymeric,Passive,CWNP,Spherical,Positive,0.197,,216.2,35.3,AH,Skin,B16F10,300 ug cwf,Multiple,4,Female,mice,C57BL/6,iv,iv,250,320.4633205,950.5791506,25,320.4633205,950.5791506,0.662875711,66.2875711,High,"Chakraborty et al., 2023",2023,36462337,NA,cell wall of Mycobacterium indicus pranii (MIP) ,15,60,NA,0,0,Single,No,"0,7,14,21",0.06722984,0.011478428,1.2050192,1.9219863,5.93165,3.0639577,1448.999074,3.312974188,0.034874677,3.393238328
491,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,CMC-Magneto,Spherical,Positive,0.243,,270.2,12.2,AH,Breast,4T1,33.35,Multiple,2,Female,mice,BALB/c,iv,iv,100,1707.920792,1891.089109,30,1707.920792,1891.089109,0.096858639,9.6858639,Low,"Naghaviyan et al., 2022",2022,36475680,20,NP,33.35,66.7,NA,NA,NA,NP,Yes,"0,14",0.02605145,0.09483168,0.2272338,2.3357096,7.8481545,0.8048637,490.6609421,1.588916735,0.016954764,1.593818482
492,Inorganic,Iron_Oxide,,Iron_Oxide,Passive,CMC-Magneto-dox+M,Spherical,Positive,0.243,,270.2,12.2,AH,Breast,4T1,43.35,Multiple,2,Female,mice,BALB/c,iv,iv,100,64.35643564,1891.089109,30,64.35643564,1891.089109,0.965968586,96.5968586,High,"Naghaviyan et al., 2022",2022,36475680,20,DOX,13.2,26.4,NA,0,0,Single,Yes,"0,14",0.02605145,0.09483168,0.2272338,2.3357096,7.8481545,0.8048637,490.6609421,1.588916735,0.016954764,1.593818482
493,Inorganic,Iron_Oxide,,Iron_Oxide,Active,CMC-dox,Spherical,Positive,0.243,,270.2,12.2,AH,Breast,4T1,43.35,Multiple,2,Female,mice,BALB/c,iv,iv,100,59.49609078,1891.089109,30,59.49609078,1891.089109,0.968538716,96.8538716,High,"Naghaviyan et al., 2022",2022,36475680,20,DOX,13.2,26.4,NA,0,0,Single,No,"0,14",0.05822392,0.09439846,0.24168931,2.8647566,52.493942,0.6957915,609.1144793,0.979629642,0.031801847,2.417894298
494,Organic,,Polymeric,Polymeric,Passive,PAMD/siSTAT3,Spherical,Positive,,,124,19,AO,Pancreas,KPC8060,2,Multiple,9,Male,mice,C57BL/6 or athymic nude ,ip,ip,15,101.6337131,318.4793537,18,101.6337131,318.4793537,0.680878173,68.0878173,High,"Tang et al.,2022",2022,36512927,NA,siRNA,2,18,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16",0.12127887,0.005577559,0.06934798,0.20223491,0.27982107,5.192503,63317.98311,25.22705605,35.72254038,42.22450848
495,Organic,,Polymeric,Polymeric,Passive,PAMD-TOC/siSTAT3,Spherical,Positive,,,109,14,AO,Pancreas,KPC8060,2,Multiple,9,Male,mice,C57BL/6 or athymic nude ,ip,ip,15,63.31521739,318.4793537,18,63.31521739,318.4793537,0.801195221,80.1195221,High,"Tang et al.,2022",2022,36512927,NA,siRNA,2,18,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16",0.11951992,0.005928838,0.056979105,0.21154115,0.27661926,5.2224975,73851.84379,26.77433831,41.7851314,48.23961987
496,Organic,,Polymeric,Polymeric,Passive,PAMD-TOC/siScr,Spherical,Positive,,,109,14,AO,Pancreas,KPC8060,2,Multiple,9,Male,mice,C57BL/6 or athymic nude ,ip,ip,15,135.870658,318.4793537,18,135.870658,318.4793537,0.573376872,57.3376872,Low,"Tang et al.,2022",2022,36512927,NA,siRNA,2,18,NA,0,0,Single,No,"0,2,4,6,8,10,12,14,16",0.11951992,0.005928838,0.056979194,0.21154122,0.27661926,5.222498,73851.77625,26.77433449,41.78509256,48.23956317
497,Organic,,Polymeric,Polymeric,Passive,PAMD-TOC/siScr,Spherical,Positive,,,109,14,XO,Pancreas,PANC-1,2,Multiple,8,Male,mice,C57BL/6 or athymic nude ,ip,ip,45,299.0387264,403.6118029,15,299.0387264,403.6118029,0.259093207,25.9093207,Low,"Tang et al.,2022",2022,36512927,NA,siRNA,2,16,NA,0,0,Single,No,"0,2,4,6,8,10,12,14",0.04840051,0.007774486,0.42383808,0.69993174,2.3805985,7.5241456,7919.008319,10.14257019,3.697497618,12.4837612
498,Organic,,Polymeric,Polymeric,Passive,PAMD-TOC/siSTAT3,Spherical,Positive,,,109,14,XO,Pancreas,PANC-1,2,Multiple,8,Male,mice,C57BL/6 or athymic nude ,ip,ip,45,188.0301761,403.6118029,15,188.0301761,403.6118029,0.534131126,53.4131126,Low,"Tang et al.,2022",2022,36512927,NA,siRNA,2,16,NA,0,0,Single,No,"0,2,4,6,8,10,12,14",0.04840051,0.007774486,0.423838,0.6999318,2.3805985,7.524145,7919.006105,10.14257474,3.697496466,12.48373717
